NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Shopping RioMar Fortaleza;4.7;52.357 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;Shopping center em Fortaleza, Ceará;45 min a 3 h;cafeteria
Espaço Vida Saudável Fit Lounge Bem Fica;4.9;14 comentários;R. da Assunção, 1189 - José Bonifacio, Fortaleza - CE, 60050-011;Casa de chá tradicional;;cafeteria
Mais1 Café - Fortaleza;4.8;22 comentários;R. Vicente Leite, 876 - Meireles, Fortaleza - CE, 60170-150;Cafeteria;;cafeteria
Pâine Croissanterie;4.3;20 comentários;R. Des. Lauro Nogueira - Papicu, Fortaleza - CE, 60175-055;Patisserie;;cafeteria
Monstera Café Cultural;5.0;3 comentários;Av. Pontes Vieira, 417 - Dionísio Torres, Fortaleza - CE, 60130-240;Café;;cafeteria
Café Passeio;4.5;1.044 comentários;Passeio Público - R. Dr. João Moreira - Centro, Fortaleza - CE, 60030-000;$$;45 min a 2 h;cafeteria
Vibe café;3.7;7 comentários;Rua Manuel Queirós, 511A - Cocó, Fortaleza - CE, 60192-220;Cafeteria;;cafeteria
Empório Brownie;4.4;22 comentários;R. Carapinima, 2200 - Benfica, Fortaleza - CE, 60015-290;Padaria;;cafeteria
CAFE CARAMELLO FORTALEZA - DISTRIBUIDORA;5.0;Um comentário;R. Tibúrcio Cavalcante, 1675 - Meireles, Fortaleza - CE, 60125-045;Café;;cafeteria
Cheirim Bão;;;Av. Santos Dumont, 3131 - Aldeota, Fortaleza - CE, 60150-162;;;cafeteria
D’ellas Cafeteria;4.4;8 comentários;Rua Torres Câmara, 181 - Aldeota, Fortaleza - CE, 60150-060;Café;;cafeteria
Empório do Cacau Brasil;5.0;7 comentários;R. Sen. Pompeu, 2610 - loja 17 - José Bonifacio, Fortaleza - CE, 60025-001;Cafeteria;;cafeteria
Café Santa Clara;;;Av. Washington Soares, 85 - Loja 68 - Messejana, Fortaleza - CE, 60810-350;;;cafeteria
cafe dek porronda;;;R. Barão do Rio Branco, 1006 - Centro, Fortaleza - CE, 60025-060;;;cafeteria
Loja Ostara;5.0;Um comentário;R. Castro e Silva, 401 - Centro, Fortaleza - CE, 60030-010;Sorveteria;;cafeteria
Trino Café Montese | Sua cafeteria no Montese;4.8;221 comentários;R. Edite Braga, 1310 - Montese, Fortaleza - CE, 60410-222;Café;;cafeteria
Tortelê - Riomar Fortaleza;;;Rua Desembargador Lauro Nogueira 1500, Piso L2 2052 - Papicu, Fortaleza - CE, 60175-055;Confeitaria;15 min;cafeteria
Café Aurora;5.0;Um comentário;Alameda das Boas Noites, 333A - Cidade 2000, Fortaleza - CE, 60190-180;Café;;cafeteria
Vibe 085;4.6;172 comentários;Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220;$$;2-4,5 horas;cafeteria
Launic caralem;;;Av. das Graviolas, 1000 - Cidade 2000, Fortaleza - CE, 60190-560;;;cafeteria
Emporio, café, almoço.;;;Av. Dioguinho, 4792-4800 - Vicente Pinzon, Fortaleza - CE, 60182-125;;;cafeteria
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Shopping RioMar Fortaleza;4.7;52.357 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;Shopping center em Fortaleza, Ceará;45 min a 3 h;cafeteria
Cafe Marita FORTALEZA CE;5.0;2 comentários;R. Alagoas, 1169 - Demócrito Rocha, Fortaleza - CE, 60440-150;Loja de produtos naturais;;cafeteria
Bento Cafeteria e Rostisseria;5.0;5 comentários;Rua Padre Valdevino, 1138 - Aldeota, Fortaleza - CE, 60135-040;Restaurante;;cafeteria
Boutique do Café;4.3;26 comentários;Av. Leste Oeste, 3569 - Cristo Redentor, Fortaleza - CE, 60010-450;Café;;cafeteria
ELO COZINHA AFETIVA;5.0;22 comentários;Rua Torres Câmara, 100 - Aldeota, Fortaleza - CE, 60150-060;Cafeteria;;cafeteria
Lindt;;;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065;Chocolateria;10 min;cafeteria
Livraria Lamarca;4.7;752 comentários;Av. da Universidade, 2475 - Benfica, Fortaleza - CE, 60020-180;Livraria;;cafeteria
Fortaleza;;;Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050;;;cafeteria
Guanabara Pastelaria;4.7;505 comentários;R. Major Facundo, 1003 - Centro, Fortaleza - CE, 60025-100;$;20 min;cafeteria
Bistrô da Silvestre;;;Centro, Fortaleza - CE, 60055-080;;;cafeteria
LeCafé;;;R. Gen. Clarindo de Queiroz, 1745 - Box 350 - Farias Brito, Fortaleza - CE, 60010-250;;;cafeteria
Candyman bolos e doces;5.0;6 comentários;Alameda das Crisadálias - Cidade 2000, Fortaleza - CE, 60190-380;Confeitaria;;cafeteria
Leão do Sul Pastelaria;4.2;454 comentários;R. Pedro Borges, 193 - Centro, Fortaleza - CE, 60055-110;$$;20 min;cafeteria
Café Com Óculos;4.0;8 comentários;R. Ildefonso Albano, 1445 - Aldeota, Fortaleza - CE, 60115-000;Ótica em Fortaleza, Ceará;;cafeteria
Rs Panificadora;4.6;9 comentários;R. Paulo Mendes, 308 - Antonio Diogo, Fortaleza - CE, 60182-410;Padaria;;cafeteria
Mercantinho;4.8;4 comentários;Av. Visconde do Rio Branco, 2412 - José Bonifacio, Fortaleza - CE, 60110-001;Supermercado;;cafeteria
Brazilian Coffee;;;R. Carapinima, 2200 - 139 - Benfica, Fortaleza - CE, 60015-329;Loja de departamento em Fortaleza, Ceará;;cafeteria
Cafe Caramello C.D.;5.0;2 comentários;R. Tibúrcio Cavalcante - Fortaleza, CE, 60125-045;Café;;cafeteria
Café Nordeste;4.0;4 comentários;Rua Tigipió, 33 - Praia de Iracema, Fortaleza - CE, 60060-420;Café;;cafeteria
Indie Bistrô & Arte;4.5;110 comentários;R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060;$$;;cafeteria
