NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID
Dom Tiziano;4.4;155 comentários;R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131;Restaurante self-service;30 min;restaurante
Comida Porreta;4.2;40 comentários;Av. Almirante Barroso, 668 - Praia de Iracema, Fortaleza - CE, 60060-440;Restaurante self-service;;restaurante
AQuitanda;4.6;523 comentários;R. Waldery Uchôa, 230 - Benfica, Fortaleza - CE, 60020-110;Restaurante;1-3 horas;restaurante
Donastela Massas e Recheios;3.7;3 comentários;R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100;Restaurante italiano;;restaurante
Mabel Restaurante;4.7;20 comentários;BR-116, 5271 - Alto da Balança, Fortaleza - CE, 60823-105;Restaurante;;restaurante
Seu Conrado Monte Castelo: Restaurante, Cozinha Brasileira, Boteco em Fortaleza CE;4.7;1.367 comentários;R. Conrado Cabral, 711 - Monte Castelo, Fortaleza - CE, 60325-440;$$;1-2,5 horas;restaurante
Del Plata Pastas;4.9;128 comentários;Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110;Restaurante;1,5 horas;restaurante
Tropical Restaurante;4.4;91 comentários;R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010;$;20-45 min;restaurante
Bom Prato;4.3;412 comentários;Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100;$$;;restaurante
Carneiro do Ordones;4.6;26.480 comentários;R. Azevedo Bolão, 571 - Parquelândia, Fortaleza - CE, 60450-675;$$;1-2,5 horas;restaurante
Arcos Comidas e Bebidas;4.4;708 comentários;R. Padre Mororó, 2342 - Farias Brito, Fortaleza - CE, 60015-221;$$;30 min a 1,5 h;restaurante
Cantina Primu's Self-Service;4.4;219 comentários;R. Barão do Rio Branco, 1469 - Centro, Fortaleza - CE, 60025-060;$;30 min;restaurante
Garfo Self-service;4.6;518 comentários;R. Major Facundo, 259 - Centro, Fortaleza - CE, 60025-100;$$;45 min;restaurante
Ceará Food;5.0;4 comentários;R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261;Restaurante de comida caseira;;restaurante
Mandir.amor Restaurante Vegano;4.8;1.904 comentários;Rua Padre Francisco Pinto, 257 - Benfica, Fortaleza - CE, 60020-290;$;25 min a 1 h;restaurante
Hokkaido;4.3;1.390 comentários;Rua Torres Câmara, 425 - Meireles, Fortaleza - CE, 60150-060;$$;45 min a 1,5 h;restaurante
Barraca marisol;4.3;99 comentários;Av. Rui Barbosa, 50 - Meireles, Fortaleza - CE, 60165-050;Restaurante;1-2 horas;restaurante
Rio Restaurante De Praia;4.3;67 comentários;R. Dr. Bernardo Feitosa, 510 - Edson Queiroz, Fortaleza - CE, 60835-775;$$;;restaurante
Johnny Rockets;4.5;2.514 comentários;Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341;$$;25 min a 1,5 h;restaurante
Mar de Rosas;4.7;774 comentários;R. dos Tabajaras, 542 - Praia de Iracema, Fortaleza - CE, 60060-510;$$;1-2,5 horas;restaurante
Restaurante Mariano da Picanha;4.0;1.231 comentários;Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010;$$;;restaurante
Domino's Pizza;4.0;129 comentários;Av. Coronel Miguel Dias, 1149 - Guararapes, Fortaleza - CE, 60810-160;$$;25 min;restaurante
Empório Divino Restaurante;4.5;634 comentários;R. Alberto Magno, 100 - Montese, Fortaleza - CE, 60416-135;$$;25 min a 1,5 h;restaurante
Restaurante Sal & Açúcar;4.3;77 comentários;R. Olavo Bilac, 125 - Álvaro Weyne, Fortaleza - CE, 60320-000;Restaurante;20 min a 1 h;restaurante
Restaurante Kitanda;4.4;80 comentários;Av. Tristão Gonçalves, 823 - Centro, Fortaleza - CE, 60015-000;Restaurante;30 min;restaurante
Arupemba Restaurante;4.9;7 comentários;R. dos Tabajaras, 325 - Praia de Iracema, Fortaleza - CE, 60060-510;Restaurante;;restaurante
Boali;4.2;29 comentários;Av. Washington Soares, 85 - Loja 728 - Edson Queiroz, Fortaleza - CE, 60811-341;$$;;restaurante
Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE;4.5;254 comentários;Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410;Restaurante;1-2,5 horas;restaurante
Kina Restaurante;4.1;25 comentários;Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-350;Restaurante;;restaurante
Delicias grill;4.5;11 comentários;Rua Coronel Linhares, 887 - Meireles, Fortaleza - CE, 60170-240;Restaurante;30 min;restaurante
Irmão Restaurante;4.3;25 comentários;Av. Almirante Barroso, 911 - Praia de Iracema, Fortaleza - CE, 60060-440;$;;restaurante
Delícias Grill - José Bonifacio;4.5;497 comentários;R. Eusébio de Souza, 1410 - José Bonifacio, Fortaleza - CE, 60050-110;$;30 min;restaurante
Delicie Do Casal 20;5.0;Um comentário;Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120;Restaurante de comida caseira;;restaurante
China Gourmet;4.2;568 comentários;R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001;$;;restaurante
Fortaleza;;;Shopping Iguatemi - Edson Queiroz, Fortaleza - CE, 60810-350;;;restaurante
Restaurante;;;R. Antônio Pompeu, 1710 - Centro, Fortaleza - CE, 60040-000;;;restaurante
Centro Cultural Annapurna;4.7;266 comentários;R. Paracuru, 34 - Centro, Fortaleza - CE, 60055-161;$;30 min a 1,5 h;restaurante
Panelada Vip Restaurante;4.5;24 comentários;R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60035-131;Mercado de produtos agrícolas;;restaurante
Abaeté Boteco;4.6;746 comentários;R. Barão de Aracati, 2899 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082;$$;;restaurante
Bar & Restaurante;3.4;23 comentários;Rua Capitão Gustavo - SÃO JOÃO, Fortaleza - CE, 60120-340;Bar;;restaurante
Fortaleza;;;Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050;;;restaurante
Maria Clara Self Service;4.6;70 comentários;Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100;Restaurante;45 min;restaurante
Restaurante Mariano da Picanha;4.0;1.231 comentários;Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010;$$;;restaurante
Domino's Pizza;4.3;242 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065;$$;;restaurante
Cora;4.7;709 comentários;Rua Padre Luís Figueira, 252 - Aldeota, Fortaleza - CE, 60150-120;$$;30 min a 1,5 h;restaurante
Choppicanha | Restaurante;4.4;2.502 comentários;Av. Jovita Feitosa, 191 - Parquelândia, Fortaleza - CE, 60455-410;$$;;restaurante
Papudim Bar e Restaurante;4.5;157 comentários;Praça Pelotas, 38 - Centro, Fortaleza - CE, 60110-210;Bar;;restaurante
Restaurante Reginaldo grill;4.4;1.192 comentários;R. Raimundo Arruda, 516 - Parque Araxá, Fortaleza - CE, 60450-500;Restaurante;;restaurante
Erma Restaurantes e Lanchonetes;3.5;2 comentários;Av. Visconde do Rio Branco, 3066 - Loja 13 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-364;Restaurante self-service;;restaurante
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;609 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;25 min a 1,5 h;restaurante
Porquilo Self-Service;4.6;1.101 comentários;R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061;$$;45 min;restaurante
Flores RestôBar;;;R. Xavier de Castro, 68 - Praia de Iracema, Fortaleza - CE, 60060-660;;;restaurante
Sushi Festas Fortaleza;2.6;5 comentários;R. Sen. Pompeu - José Bonifacio, Fortaleza - CE, 60025-002;Restaurante asiático;;restaurante
Restaurante Caicó Benfica;4.2;1.841 comentários;R. Paulino Nogueira, 41 - Benfica, Fortaleza - CE, 60020-270;$$;;restaurante
Fortaleza;;;Farias Brito, Fortaleza - CE, 60010-730;;;restaurante
Point da Tapioca;5.0;3 comentários;Av. Duque de Caxias, 101 - Bloco B - Centro, Fortaleza - CE, 60035-111;Restaurante fast-food;;restaurante
Fone Pizza Restaurante;4.6;1.749 comentários;Av. Jovita Feitosa, 1152 - Parquelândia, Fortaleza - CE, 60455-410;$$;;restaurante
Restaurante;;;R. Pereira Valente - Meireles, Fortaleza - CE, 60160-250;;;restaurante
No Alvo Futebol Society, Paintball, Racha, Restaurante Fortaleza;4.4;1.205 comentários;Av. Comodoro Estácio Brigido, 2263 - Luciano Cavalcante, Fortaleza - CE, 60813-670;Campo de futebol;;restaurante
Restaurante Mangostin;4.4;62 comentários;Av. Beira Mar, 3980 - Loja 1 - Mucuripe, Fortaleza - CE, 60165-121;Restaurante asiático;;restaurante
Restaurante Lá Na Roça;4.8;4 comentários;Rua Capitão Antônio de Aguiar, 41 - Aldeota, Fortaleza - CE, 60115-250;Restaurante;;restaurante
Restaurante Comida Cazeira;;;Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476;;;restaurante
Itaparika;;;Centro, Fortaleza - CE, 60050-080;;;restaurante
Restaurante;;;Av. Beira Mar, 2340 - Meireles, Fortaleza - CE, 60165-121;;;restaurante
Domino's Pizza - Praia de Iracema;4.3;78 comentários;Av. Monsenhor Tabosa, 1101 - Meireles, Fortaleza - CE, 60165-065;$$;20-45 min;restaurante
Restaurante Mariano da Picanha;4.0;1.231 comentários;Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010;$$;;restaurante
Proeiro Restaurante;4.8;37 comentários;R. Barão de Aracati, 2706 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082;Restaurante;;restaurante
Restaurante Barãozinho;3.5;2 comentários;R. Barão do Rio Branco, 1469 - José Bonifacio, Fortaleza - CE, 60025-061;Restaurante brasileiro;;restaurante
Restaurante O Assis;;;R. Rufino de Alencar, 272 - Centro, Fortaleza - CE, 60060-145;;;restaurante
Juliana's Restaurante;5.0;Um comentário;R. Sena Madureira, 914 - Centro, Fortaleza - CE, 60055-080;Restaurante self-service;;restaurante
Restaurante almoço;;;Rua Perboyre e Silva, 130 - Centro, Fortaleza - CE, 60030-200;;;restaurante
Bar e Restaurante Euguimas;;;R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-011;;;restaurante
Restaurante Águas Bellas;;;Centro, Fortaleza - CE, 60060-090;;;restaurante
Mjs bisqui;;;Centro, Fortaleza - CE, 60050-040;;;restaurante
Francilene sousa;;;Centro, Fortaleza - CE, 60050-040;;;restaurante
Indie Bistrô & Arte;4.5;110 comentários;R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060;$$;;restaurante
Restaurante;5.0;Um comentário;R. Ímpar, 118 - Álvaro Weyne, Fortaleza - CE, 60335-540;Restaurante sérvio;;restaurante
Padaria Romana (Centro);4.2;865 comentários;Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110;$$;15 min;restaurante
Bolo;;;Santa rosa - Santa Rosa, Fortaleza - CE, 60703-105;;;restaurante
Restaurante;3.0;Um comentário;R. Gama, 170 - Vila Velha, Fortaleza - CE, 60349-330;Restaurante;;restaurante
Restaurante;;;Rua Ministro Antônio Coelho - Vila Velha, Fortaleza - CE, 60347-230;;;restaurante
Pastel Quente;4.6;21 comentários;Av. Duque de Caxias, 235 - Centro, Fortaleza - CE, 60035-111;Pastelaria brasileira;;restaurante
Fortaleza;;;;;;restaurante
